Course ID, Course Code, Course Name, Faculty ID, Faculty Name
005145,ENGL313,Early Canadian Literatures,"This course examines a selection of pre-1920 Canadian texts concerning first contact, imperialism, colonization, incipient nationhood, and early multi-racial immigration that participate in the ongoing invention of Canada.",ART
005147,ENGL315,Modern Canadian Literature,"This course focuses on the varied ways in which 20th-century writers of poetry and prose participate in the shaping of Canadian literary culture, with emphasis on the literature of the middle decades.",ART
005148,ENGL316,Canadian Drama,"This course explores traditions and experiments in Canadian drama through an analysis of Canadian plays, especially those from 1960 to the present, in their historical and theatrical contexts.",ART
005150,ENGL318,Contemporary Canadian Literature,"This course examines Canadian Literature written in the latter decades of the 20th century and into the 21st century. Literary works are studied in relation to relevant contemporary social, cultural and political topics, such as nationalism, aboriginality, multiculturalism and diaspora.",ART
012358,ENGL319,History and Theory of Media 1,"This course explores the development of media technologies such as writing and print (including the book) from their beginnings to the twentieth century. Emphasis will be placed on the social, political, and cultural contexts and consequences of these developing technologies.",ART
011392,ENGL320,History and Theory of Media 2,"This course explores the social, political, and cultural contexts and consequences of contemporary technologies of representation such as print and visual media, photography and film, audio recordings, computer-mediated communications, and interactive digital media.",ART
011583,ENGL322,Postcolonial Literature of the Americas,"This course examines postcolonial literature in English from Canada, the U.S., and the Caribbean. Through study of both written and oral genres, we will discuss how language practices adapt to and are created in colonial and postcolonial contexts. Topics may include diaspora and migration, nationalism, gender, neo-colonialism, and multiculturalism.",ART
012931,ENGL325,Austen,"A study of selected novels by Jane Austen, including Pride and Prejudice and Emma. Her letters and juvenilia may also be considered, as well as some of the films based on or inspired by her novels.",ART
005152,ENGL330A,Sixteenth-Century Literature 1,"A study of short poems by such writers as Wyatt, Gascoigne, Whitney, Ralegh, Spenser, the Sidneys, Shakespeare, and Donne.",ART
005153,ENGL330B,Sixteenth-Century Literature 2,"A study of selected genres, topics, and works from Tudor literature.",ART
005155,ENGL335,Creative Writing 1,"Aimed at encouraging students to develop their creative and critical potentials, the course consists of supervised practice, tutorials, and seminar discussions.",ART
005156,ENGL336,Creative Writing 2,"Designed to assist advanced creative writers to develop their skills in various genres by means of workshop processes, supervised practice, and critical discussion of one or more major projects.",ART
010339,ENGL342,American Literature to 1860,"A study of developments in early American Literature. Texts may be drawn from Anglo-European movements such as gothicism and romanticism; captivity narratives and other colonial writings; Afro-American, Native American, and other minority traditions; sentimental and domestic fiction; and indigenous American forms such as the frontier romance, and other minority literatures.",ART
005157,ENGL343,American Literature 1860-1910,"A survey of literary developments in America from the Civil War through the turn of the twentieth-century, including significant movements of the period such as realism, regionalism, and naturalism; the New Woman's writing and other developments in women's literatures; popular forms such as the Western; and minority literatures.",ART
005158,ENGL344,Modern American Literature,"A study of American Literature from the early twentieth century through the second world war, emphasizing aesthetic innovation in the modernist movement, and its aftermath in the social writings of the 1930s.",ART
005159,ENGL345,American Literature in a Global Context,"A study of the ways in which movements of peoples and cultures have shaped American literature. Topics may include colonialism, immigration and migration, literary influence across borders and languages, nativism and internationalism, racial and ethnic styles and exchanges.",ART
010195,ENGL346,American Fiction,"A study of four to five writers. Topics may include the evolution of narrative style, realism and anti-realism, literature and story, fiction and history, the novel and film, gender and ethnicity.",ART
005162,ENGL347,American Literature Since 1945,"A study of the movements of American Literature following the second world war. The course will consider the formal and cultural diversity of writing in this period, with attention to topics such as avant-garde experiment, the persistence of realism, counter-cultural politics, feminism and literature, postmodernism, and the emergence of minority writers in the mainstream.",ART
010196,ENGL348,American Poetry Since 1850,"A study of poems, poets, ideas, and movements, contributing to the growth of a distinctive American poetry from Whitman and Dickinson to the twenty-first century. Texts will be drawn from popular and avant-garde contexts, as well as the literary mainstream.",ART
005164,ENGL350A,Seventeenth-Century Literature 1,"A study of literature by such writers as Jonson, Donne, Wroth, Herbert, Bacon, Milton, Behn, and Dryden.",ART
005165,ENGL350B,Seventeenth-Century Literature 2,"An intensive study of Milton's epic, Paradise Lost, in its historical and literary contexts.",ART
004682,ENGL361,English Drama to 1642,"The Middle Ages, the Elizabethans and Jacobeans (excluding Shakespeare), and the Spanish Golden Age.",ART
005166,ENGL362,Shakespeare 1,"A study of the plays written before 1599-1600, excluding Julius Caesar.",ART
005167,ENGL363,Shakespeare 2,"A study of the plays written after 1599-1600, including Julius Caesar.",ART
010197,ENGL364,Shakespeare in Performance at The Stratford Festival,"An historical, theoretical, and analytical introduction to Shakespeare's plays in performance, both on stage and screen, this course focuses on specific problems and decisive issues of past productions and of those in the current Stratford Festival season.",ART
005168,ENGL365,Selected Studies,"Designed to provide a study in-depth of problems and/or authors selected by the instructor. Students interested in initiating such courses are encouraged to do so by bringing their ideas to the attention of individual instructors.",ART
005169,ENGL366,Selected Studies,"Designed to provide a study in-depth of problems and/or authors selected by the instructor. Students interested in initiating such courses are encouraged to do so by bringing their ideas to the attention of individual instructors.",ART
011772,ENGL371,Editing Literary Works,"Investigating scholarly, educational, popular, and electronic editions, this course explores the theory and practice of editing literary texts.",ART
005172,ENGL376R,Applied English Grammar 1,"In exploring different definitions and types of grammar (e.g. descriptive vs. prescriptive), students develop their own critical framework for explaining the structure of English. Of interest to intending teachers of English as the native or second language.",ART
005173,ENGL377R,Applied English Grammar 2,"A continuation of ENGL 376R. Practical applications of language theories to error analysis and correction.",ART
005175,ENGL392A,Information Design,"The theory and practice of design for print and digital media, including the study of design concepts such as space, colour, typography, interactivity, immersion, motion, and presence. Students produce designs using professional software tools.",ART
005176,ENGL392B,Visual Rhetoric,"This course introduces students to the study of images from a rhetorical perspective, including the interaction of texts and images in such professional writing fields as advertising, book illustration, technical documentation, journalism, and public relations. Issues may include visual and textual literacy, the semiotics and rhetoric of design, and the ideological basis of social communication.",ART
011683,ENGL403,Digital Design Research Project,"Students work in small groups under the supervision of a faculty researcher on an ongoing, large-scale, digital design project.",ART
012663,ENGL406,Advanced Rhetorical Study,"Topics may include communication, media, politics, science, and social movements. Students will explore the topic(s) in depth using a variety of rhetorical theories and methods.",ART
012357,ENGL407,Language and Politics,"This course explores how language shapes and is shaped by the unequal distribution of power in modern societies. The role of language will be considered in, for example, the maintenance of sexual difference, the establishment and maintenance of national identity, and the conflict between social classes. The reading will consist of literary and theoretical texts, the latter including such writers as Bourdieu, Bakhtin, Foucault, Cameron, Lakoff, Ngugi wa Thion'go, and Paulin.",ART
005177,ENGL408A,Writing for the Media,"This course examines the genres and strategies of both journalism and public relations. With a strong orientation towards rhetorical and linguistic theories, this course will cover audience concerns from both within and outside organizations.",ART
005178,ENGL408B,The Discourse of Advertising,"This course introduces students to writing and editing advertising copy. Students will also be introduced to models of discourse and rhetorical analysis of advertising texts. Assignments include creating a portfolio of advertising copy and an extensive analysis of sample advertising discourse.",ART
005179,ENGL408C,The Rhetoric of Digital Design: Theory and Practice,"Students apply a variety of analytic perspectives - design discourse, multimodal discourse, rhetorical theory, social semiotics - to the design and production of a major digital project (or compilation of projects) using professional software and hardware tools.",ART
011394,ENGL409A,Rhetoric of Argumentation,"This course studies the discursive, social, and rhetorical principles of argumentation, including topics such as evidence, reasoning, and the organization and presentation of arguments. Scholars studied may include Richard Whatley, Jurgen Habermas, Stephen Toulmin, Chaim Perelman, Lucie Olbrecht-Tyteca, Kenneth Burke, and Pierre Bourdieu.",ART
005183,ENGL410A,Restoration Literature,"A selection of literature, including drama, from the period 1660-1700 by such authors as Cavendish, Dryden, Behn, Etherege, Rochester, and Wycherley. Topics may include the poetry of the court wits, literary reflections of Restoration feminism and libertinism, and the rise of print culture.",ART
005184,ENGL410B,Eighteenth-Century Literature 1,"A selection of early and mid eighteenth-century literature by such writers as Finch, Pope, Swift, Congreve, Manley, Montagu, Addison, and Steele. Topics may include satire, neo-classicism vs. literary modernism, the development of women's publication, and generic experimentation.",ART
012930,ENGL410C,Eighteenth-Century Literature 2,"A selection of mid- and late eighteenth-century fiction by such writers as Thomson, Gray, Smart, Thrale, Johnson, Sheridan, and Wheatley. Topics may include the culture of sensibility, the emergence of (auto) biography and of (anti-) colonial writing, and the consolidation of women's publication.",ART
010341,ENGL410D,Eighteenth-Century Fiction I,"A selection of late-seventeenth and eighteenth-century fiction by such writers as Behn, Manley, Haywood, Defoe, Richardson, and Fielding. Topics may include the novel as an experimental form, romance and amatory fiction, and authorial engagement with issues of gender, class, and colonialism.",ART
014557,ENGL410E,Eighteenth-Century Fiction II,"A selection of mid- and late eighteenth-century fiction by such writers as Fielding, Haywood, Sterne, Burney, Radcliffe, and Austen. Topics may include sentiment and sociability, the gothic, and abolitionism.",ART
014558,ENGL410F,Eighteenth-Century Women Writers,"A selection of writing by women such as Behn, Finch, Montagu, Fielding, Edgeworth, and Austen. Topics may include the culture of sensibility, romance and the gothic, and the interaction of women's writing with discourses of race and colonialism.",ART
005185,ENGL430A,Literature of the Romantic Period 1,"An examination of the first generation of Romantic writers, including such authors as Barbauld, Blake, Wollstonecraft, Wordsworth, and Coleridge.",ART
005186,ENGL430B,Literature of the Romantic Period 2,"An examination of the second generation of Romantic writers, including such authors as Byron, P. B. Shelley, Mary Shelley, Keats, and Hemans.",ART
005190,ENGL451A,Literature of the Victorian Age 1,"A critical study of selected poetry by authors such as Robert Browning, Tennyson, Elizabeth Barrett Browning, and Christina Rossetti. Some poetic theory and criticism will also be considered. Topics may include the Romantic inheritance, reactions to Darwin, and aestheticism.",ART
005191,ENGL451B,Literature of the Victorian Age 2,"A critical study of novels by such authors as Dickens, the Brontës, George Eliot, and Hardy. Social and cultural criticism by authors such as Newman, Ruskin, or Mill will also be considered. Topics may include the "Woman Question," the crisis in religious faith, and the "social problem" novel.",ART
005192,ENGL460A,Early Literature of the Modernist Period in the United Kingdom and Ireland,"A study of the literatures of the United Kingdom before and after World War I, including such writers as Conrad, Forster, Hopkins, Mansfield, Shaw, Synge, Wilde, and Yeats.",ART
005193,ENGL460B,Literature of the Modernist Period in the United Kingdom and Ireland,"A study of the literatures of the United Kingdom and Ireland from World War I to World War II, including such writers as Auden, Eliot, Isherwood, Joyce, Lawrence, Orwell, West, and Woolf.",ART
005194,ENGL460C,Literature of the Postwar Period in the United Kingdom and Ireland,"A study of the literatures of the United Kingdom and Ireland after World War II, including such writers as Beckett, Greene, Larkin, Murdoch, Osborne, Pinter, and Spark.",ART
014269,ENGL460D,Contemporary Literature of the United Kingdom and Ireland,"A study of the contemporary literatures of the United Kingdom and Ireland, including such writers as Byatt, Boland, Drabble, Heaney, Hughes, Rushdie, and Stoppard.",ART
011584,ENGL463,Postcolonial Literatures,"This course examines postcolonial literature (fiction, poetry, and drama) from Africa, Australia, Britain, India, New Zealand, and Pakistan. Topics may include the range of creative forms and language use in texts; indigeneity and migration; intersections of gender, sexuality and race; and resistance, nationalism, and history.",ART
005195,ENGL470A,Contemporary Critical Theory,"Contemporary critical theory offers an array of competing constructions of text and culture. This course examines several topics in recent critical theory, such as gender, race, subjectivity, textuality, and popular culture.",ART
005196,ENGL470B,History of Literary Criticism,"An historical survey of major critical texts and movements from the Greek and Roman classics to the New Criticism of the mid-20th century, examining different critical theories and practices in a context of cultural changes.",ART
005197,ENGL470C,Literary Studies in Electronic Forms,"A critical examination of literary publication, editing, research, and criticism in CD-ROM and on-line.",ART
011773,ENGL471,Adapting Literary Works,"Focusing on adaptation of classic works of literature in English, this course examines the problems, possibilities, and principles of representing such works in other literary forms and in other media.",ART
009976,ENGL481,Topics in the History and Theory of Language,"A special study of a selected topic in the history and theory of language. Please see course instructor for details.",ART
009979,ENGL484,Topics in Literatures Medieval to Romantic,"A special study of a selected topic, author, genre, or period in Medieval to Romantic literatures. Please see course instructor for details.",ART
014485,ENGL485,Topics in Literatures Romantic to Modern,"A special study of a selected topic, author, genre, or period in Romantic to Modern literatures. Please see course instructor for details.",ART
014486,ENGL486,Topics in Literatures Modern to Contemporary,"A special study of a selected topic, author, genre, or period in Modern to Contemporary literatures. Please see course instructor for details.",ART
009982,ENGL487,Topics in British Literature and Commonwealth Literature Since 1800,"A special study of a selected topic, author, genre, period, or national literature in British and Commonwealth Literature since 1800. Please see instructor for details.",ART
009985,ENGL490,Topics in North American Literature,"A special study of a selected topic, author, genre, or period in North American Literature. Please see course instructor for details.",ART
014487,ENGL492,Topics in the History and Theory of Rhetoric,"A special study of a selected topic in the history and theory of rhetoric. Please see course instructor for details.",ART
014488,ENGL493,Topics in Professional Writing and Communication Design,"A special study of a selected topic in professional writing and communication design. Please see course instructor for details.",ART
014489,ENGL494,Topics in Forms of Media and Critical Analysis,"A special study of a selected topic in forms of media and critical analysis. Please see course instructor for details.",ART
005223,ENGL495A,Supervision of Honours Essay,"Senior Honours Essay will be completed under supervision.",ART
005224,ENGL495B,Supervision of Honours Essay,"Senior Honours Essay will be completed under supervision.",ART
013490,FINE100,Studio Fundamentals,"This course introduces the basic principles of drawing as it relates to concepts of 2D, 3D, and time-based media, through a series of drawing exercises and projects.",ART
013622,FINE101,Art History and Visual Culture,"This course takes a case study approach to examining the role of the art object as a means of communication within the history of visual culture. Particular attention will also be paid to the unique properties of a range of diverse media, both traditional and new.",ART
013621,FINE102,World Cinema and Visual Culture,"Introduction to film analysis via national cinemas and their worldwide reception, taking into account the role of new technologies. This course acknowledges not only the importance of multiple languages and cultures on the planet today but also the rapidly growing international contexts, complicated chains of production and distribution, and vastly different cultures of spectatorship.",ART
005420,FINE110,Introduction to Art History,"This course is not intended to be a chronological survey of the history of art. Rather, it is an introduction to art and to art in history. The primary aims of the course are: to develop the visual skills and acquire the vocabulary needed to analyze a work of art; to examine works of art according to techniques and materials (e.g. how the 'Mona Lisa' was executed); and to examine works of art within the context in which they were created. Modes of artistic education and the exhibition of art objects are also explored. Examples of art are drawn from various time periods and cultures. A field trip fee of $10-$15 may be required.",ART
005422,FINE112,Modern Art, 1874-1945,"A study of the culture of Europe and North America from 1874 (Impressionism) to 1945 (Nazi propaganda) with particular focus on the visual arts. Topics such as 'primitivism', Cubism, 'abstraction', artists' reactions to calamitous world events such as World War I, and various methodologies, including semiotic and Marxist analyses, will be explored through reading and writing assignments.",ART
005423,FINE120,Fundamentals of Visual Art 1,"An introduction to the fundamental principles and concepts of visual art through a series of exercises using a variety of materials.",ART
005424,FINE121,Fundamentals of Visual Art 2,"A continuation of FINE 120 with further exploration of the fundamental principles and concepts of visual art.",ART
013957,FINE130,Introduction to Digital Imaging,"This online digital course is designed to introduce students to current digital imaging software that students will use to create assignments. This course is taught from a Fine Arts perspective.",ART
011369,FINE150,Appreciation and Expression,"The course develops the student's appreciation of the visual arts through theory and practice.",ART
011369,FINE200,Appreciation and Expression,"This course is an elective for upper year students who are not majoring or minoring in Fine Arts.The course will develop the student's appreciation of the visual arts through theory and practice.",ART
013491,FINE202,Painting,"This course explores issues of representation and abstraction, with a focus on painting and colour theory and practice.",ART
013500,FINE204,Topics in Studio Practice,"This course consists of topics in studio practice. The topics can change from term to term.",ART
013501,FINE205,Topics in Art History,"This course consists of topics in art history. The topics can change from term to term.",ART
013502,FINE206,Topics in Film Studies,"This course consists of topics in film studies. The topics can change from term to term.",ART
012716,FINE209,Modern Art, 1940-1970,"This course explores two dominant themes in art of the mid-twentieth century: Abstract Expressionism and Pop Art, and their variants in the United States, Canada, and Europe.",ART
005425,FINE210,Art, 1780-1875,"A study of art and architecture in European and American culture between c. 1780 and c. 1875. Some of the pertinent themes discussed include: art and revolutions; art and the Industrial Revolution; the rise of landscape painting; the urban environment; the exotic; and the erotic. Cross-cultural influences and the complex relationship between the traditional and the 'modern' are particularly emphasized.",ART
005427,FINE212,Renaissance Art, 1300-1500,"An examination of the art of the fourteenth and fifteenth centuries in Europe. Amongst the many themes that will be explored in this course are: mediums (including exploitation of oil paint); scientific perspective; humanism; court structures; art and mercantile sectors; and prominent collectors.",ART
005429,FINE213,Art of the 16th Century in Europe,"Some of the finest works of art in the western world were produced and some of the most successful artists flourished in this tumultuous century that saw the split in the western Christian Church and the continued rise of extraordinarily powerful court families and monarchs. This course will examine these works of art and the artists against this backdrop. Arranged according to patrons, the course also examines particular stylistic trends (Mannerism, the persistence of the Gothic, etc.) as well as other pertinent issues such as collecting; the writing of art history; the teaching of art; and the role of the artist in society.",ART
005430,FINE214,Medieval Art and Architecture,"This course focuses primarily on the art and architecture of Medieval Europe with an emphasis on the Romanesque and Gothic periods. The objects that will be discussed include: church, collegial and castle architecture; sculpture; jewelry; vestments; stained glass windows; and manuscripts. Particular attention will be paid to how these objects functioned in medieval society.",ART
005431,FINE215,Art of the 17th Century in Europe,"Art of the 17th Century. This course focuses on art produced in Italy, Spain, France, England and the Netherlands in the 17th century. Various types of art (history painting, portraiture, still life, etc.) and architecture (churches, palaces, city homes, etc.) are discussed in relation to the primary political, religious and societal concerns that characterize the different geographical regions.",ART
005483,FINE216,Topics in First Nations' Visual Culture,"A study of historical and contemporary aspects of First Nations' visual culture. The particular emphasis will vary according to the specialization and interests of the instructor.",ART
005435,FINE220,Oil Painting,"Various technical methodologies of oil painting and pictorial composition are developed in this course through a series of explorations in observation and abstraction. The plurality of approaches available to painters today is set within a contemporary critical context.",ART
005438,FINE221,Acrylic and Mixed Media,"This course takes a materially specific approach to painting projects involving acrylic and mixed media. Emphasis is placed on creative problem solving in the context of contemporary art practice.",ART
005439,FINE222,Principles of Sculpture,"This studio course is designed to introduce students to a variety of traditional and contemporary approaches, materials, processes, and conceptual concerns related to working in sculpture. Through demonstrations, presentations, critiques, and discussions, students gain expertise and develop a sculptural vocabulary.",ART
005440,FINE223,Methods and Materials of Sculpture,"This studio course emphasizes practical applications of traditional and contemporary materials, processes, and conceptual concerns.",ART
005441,FINE223A,Clay Studies,"Using a variety of clay bodies and firing techniques, students will explore figurative and abstract sculptural concepts, to develop a working knowledge of clay as a sculptural medium.",ART
005442,FINE224,Expressive Drawing,"Expressive drawing techniques are emphasized through study with the life model. Conceptual drawing projects provide the student with the opportunity to produce bodies of work.",ART
005443,FINE225,Observational Drawing,"Observational techniques are used to develop an understanding of the principles and concepts of drawing practice.",ART
013492,FINE226,Experimental Drawing,"Experimental drawing is a course for those who wish to challenge their ideas about drawing and image making. An emphasis will be placed on contemporary approaches to drawing and the development of individual forms of expression.",ART
005445,FINE226A,Introduction to Printmaking A,"Introduction to a variety of printmaking processes.",ART
005446,FINE226B,Intermediate Printmaking B,"Exploration of printmaking as a vehicle for creative expression.",ART
010009,FINE226D,Special Topics in Printmaking,"An investigation into a variety of experimental, non-traditional printmaking techniques.",ART
005453,FINE227,Photography,"Students will explore black and white analogue (film) photography techniques and history, taught through a series of exercises, with an emphasis on fine arts practice.",ART
005452,FINE228,Digital Imaging,"In this course students are introduced to digital tools through a series of exercises and assignments that cultivate both artistic expression and technical skill. Topics include photography, design, typography, and critical and cultural theory taught from a fine art perspective.",ART
005453,FINE228E,Photography for Artists,"Introduction to photographic techniques for use as a tool for artists. Basic techniques will be taught through a series of exercises, with emphasis on applications for creative artistic expression and documentation. Supplies at student's expense.",ART
005456,FINE229,Hybrid Digital Media,"This course uses a variety of digital software to explore the place of digital technology in contemporary art practice. Group discussions and individual assignments are major components of this course.",ART
005445,FINE230,Printmaking,"Students are introduced to a variety of printmaking processes. Techniques explored include etching, engraving, monoprinting, collograph, and lithography. Training in traditional skills is combined with opportunities for individual expression.",ART
013494,FINE231,Mixed Multiples,"The course examines the field of traditional printmaking which has expanded to include new and emerging photo-based technologies and ideas that focus on the concept of the multiple.",ART
013495,FINE232,Video and Sound,"This course explores time-based media within a contemporary art context focusing on video and sound. Students learn how to record and edit material through a series of short self-directed projects. Approaches range from stop-motion animation, live-action, and performance to sound and installation.",ART
005478,FINE241,Survey of Greek Art and Architecture,"A survey of Greek art and architecture from the earliest times to the coming of the Romans. Material studied may include the art of the Bronze Age, the development of Greek sculpture, the evolution of the Acropolis at Athens and the change in art and architecture after Alexander the Great.",ART
005480,FINE242,Survey of Roman Art and Architecture,"A survey of Roman art and architecture from the earliest times to the age of Constantine the Great. Material studied may include the art of the Etruscans, the evolution of Roman portraiture, innovations in architectural materials and forms, the use of art and architecture by the Emperors and the change to Late Antique art.",ART
013496,FINE243,Topics in Fine Arts Experiential Learning,"This course enables Fine Arts students to gain valuable work experience within an art-related environment. Collaboration between students, professional artists, and art institutions creates a unique learning experience that complements a student's program of study.",ART
014402,FINE244,History of Visual Media to 1910,"This course provides a chronological and thematic overview of the history of visual media examining technologies such as the printing press, photography, early cinema, and the representation of perspective.",ART
014391,FINE245,History of Film and Visual Media from 1900 to Today,"The course provides a chronological and thematic overview of the history of visual media in Modernity and Postmodernity. It starts at the beginning of the 20th century with the rise of cinema and ends with discussion of the digital age.",ART
005462,FINE248A,Art in Context,"The study of art in context including visiting artists' lectures, gallery and museum exhibitions and field trips. Specific course content term-by-term will be structured around the schedule of events in the department and the region.",ART
005463,FINE248B,Art in Context,"See FINE 248A for course description.",ART
005464,FINE249A,Art in Context,"The study of art in context including visiting artists' lectures, gallery and museum exhibitions and field trips. Specific course content term-by-term will be structured around the schedule of events in the department and the region. Students will be required to prepare written reports and visual documents.",ART
005465,FINE249B,Art in Context,"See FINE 249A for course description.",ART
005466,FINE250,History of Film 1 (1895-1940),"History of world cinema in its silent and early sound era, covering the work of outstanding directors, national productions and movements, and their contribution to the film medium's development into a prominent art form of the 20th century. Film screenings.",ART
005467,FINE251,History of Film 2 (after 1941),"A continuation of FINE 250/DRAMA 356. From the beginnings of the modern sound cinema (Welles) to the contemporary period. Film screenings.",ART
005468,FINE252,Religion in Popular Film,"This course examines how religion has been a central concern and inspiration for filmmakers and how popular films have informed and shaped our understanding of religion.",ART
005469,FINE253,Thematic Approaches to Religion in Film,"Each semester, this course focuses on a specific genre or theme to explore the complex relationship between cinema and religion. Topics include science fiction and horror, comedy, Jesus in film, Hong Kong Cinema, and Bollywood.",ART
005470,FINE255R,Film as Social Criticism,"Cinema as 'prophetic voice', exploring the films of various directors as they pertain to selected themes which include technology and dehumanization, individual and collective goals, social realities and dreams, and the quest for individual and cultural identity.",ART
014390,FINE256,Experimental Film,"The course introduces students to the history, methodologies, theories, and aesthetics of non-narrative experimental film with a focus on intersections between film and visual and performing arts.",ART
014389,FINE257,Video, New Media & the Digital Turn,"This course analyzes the shift in visual practices of the 20th century transformed by the arrival of various digital technologies. An emphasis is placed on the increasing interdisciplinarity of new media, as well as their multi-sensory nature.",ART
013221,FINE262,Global Queer Cinema,"This course introduces the varied production of world-wide gay, lesbian, bisexual, and transgender cinema. Inquiry will focus on how queer cinematic production serves as a vehicle for documentation and education, aesthetic and sexual experimentation, as well as cultural export and self-inquiry.",ART
014413,FINE271,Ceramics: Studies in Material Practice,"Students will explore ceramic material practice as a method for creative expression. The course will focus on visual and conceptual problem solving, while acquiring technical skills and knowledge of ceramic material. The assignments will incorporate hand building, mold making, surface treatments, and glazing techniques.",ART
005441,FINE272,Clay Studies,"Students will explore the creative development of clay and examine cultural, historical, and personal modes of expression using a variety of construction techniques. Students will explore figurative and abstract sculptural concepts to develop a working knowledge of clay as a sculptural medium. The emphasis is on design, form and visual thinking.",ART
013493,FINE274,Figure and Anatomy,"Students will explore the practice of drawing through the thorough study of the human figure and anatomy. Through a series of studio projects in diverse and mixed media, students will confront the dual challenges of careful observation and personal expression.",ART
005475,FINE281,Art and Gender,"A study of selected themes dealing with gender in the history of art: e.g., the representation of the human body; portrayal of mythological, spiritual and allegorical figures; professional and amateur artists and their status within societies; etc.",ART
012079,FINE282,Canadian Art from the 17th Century to 1940,"This course examines art in Canada from the beginning of the European settlement in the seventeenth century to the Group of Seven and the Canadian Group of Painters. Some of the issues that will be investigated include the perception of Canada from abroad, the "new world", nation and nationhood, and the invention and appropriation of culture.",ART
011783,FINE290,Selected Subjects in Fine Arts,"A variety of art history topics taught by visiting professors.",ART
012455,FINE293,Fine Arts Abroad,"This is a topics course that provides students with an introduction to and a familiarity with the art and culture of a particular destination. Working in the field with landscape, cityscape, and monuments of art, students will employ a variety of media to develop techniques for visual reportage, documentation, note-taking, and journal-keeping. Individual aesthetic responses to a wide range of subject matter will be encouraged.",ART
011782,FINE294,Fine Arts Abroad,"Working in the field with landscape, cityscape, and monuments of art, students will employ a variety of media to develop techniques for visual reportage, documentation, note-taking, and journal-keeping. Individual aesthetic responses to a wide range of subject matter will be encouraged.",ART
013505,FINE300,Studio Practice,"This course provides Fine Arts students with an opportunity to study a range of topics that will expand, explore, and refine personal areas of interest in studio practice. Students will be required to undertake a range of classroom assignments in addition to working independently on an area of focus.",ART
013506,FINE301,Advanced Studio Practice,"This is an advanced fine arts studio course with an emphasis on development of the student's individual and independent research interests. Students will be guided by faculty through one-on-one critiques as well as open forums and group critiques.",ART
013507,FINE302,Honours Studio/Art History Research,"Students work with assigned faculty members to explore materials, techniques, readings, etc. that are relevant to each student's areas of interest. Gallery visits are a component of this course.",ART
013508,FINE303,Honours Art History Research,"Students work with assigned faculty in a reading seminar environment to explore aspects of art history and theory that are relevant to each student's areas of interest. Gallery visits are a component of this course.",ART
013509,FINE304,Topics in Studio Practice,"This course consists of topics in studio practice. The topics can change from term to term.",ART
013510,FINE305,Topics in Art History,"This course consists of topics in art history. The topics can change from term to term.",ART
013511,FINE306,Topics in Film Studies,"This course consists of topics in film studies. The topics can change from term to term.",ART
005482,FINE313,Special Topics in 18th- and 19th-Century Art,"A seminar course that examines the Neoclassic and Romantic currents of art between 1750 and 1850.",ART
005483,FINE316,First Nations' Art in Canada,"A study of historical and contemporary First Nations' art produced in Canada. The particular emphasis will vary according to the specialization and interests of the instructor.",ART
005485,FINE319,Contemporary Art,"A survey of contemporary international art movements with emphasis on work since 1970. Readings in contemporary criticism and gallery visits are an integral part of the course.",ART
005486,FINE319A,Special Topics in 20th-Century Art,"A study of the major innovations in late modern and contemporary art. Honours Art History majors interested in late modern and especially contemporary art are encouraged to use this course as preparation for the fourth year course.",ART
005488,FINE320,Advanced Painting,"An advanced painting course with an emphasis on the student's individual development as a painter, through independent problems, along with class discussions and individual critiques.",ART
005489,FINE321,Advanced Painting Studio,"This course is designed for students in the Honours Studio specialization. This course will prepare students for Fine 472 and Fine 473 and will involve intensive, experimental exploration and development of individual studio practice in painting, research into the work of related artists and critiques by faculty members, graduate students, visiting artists and fellow students.",ART
005490,FINE322,Advanced Sculpture,"An exploration of sculptural problems in a variety of mediums.",ART
005491,FINE323,Advanced Sculpture Studio,"This course is designed for students in the Honours Studio specialization. This course will prepare students for FINE 472 and FINE 473 and will involve intensive, experimental exploration and development of individual studio practice in sculpture, research into the work of related artists and critiques by faculty members, graduate students, visiting artists and fellow students.",ART
005493,FINE324,Advanced Drawing,"An exploration of drawing problems in a variety of media. The emphasis is on students becoming familiar with contemporary approaches to drawing and developing their own individual expression.",ART
005494,FINE325,Advanced Drawing Studio,"This course is designed for students in the Honours Studio specialization. This course will prepare students for Fine 472 and Fine 473 and will involve intensive, experimental exploration and development of individual studio practice in drawing, research into the work of related artists and critiques by faculty members, graduate students, visiting artists and fellow students.",ART
005495,FINE326A,Advanced Image-Making Through Printmaking Processes,"For students interested in pursuing printmaking as their area of concentration in FINE 472 & 473. Students must have demonstrated an ability to work independently on individual printmaking projects. Work will be assessed by the Fine Arts faculty as a whole.",ART
010004,FINE326B,Advanced Printmaking Studio,"This course is designed for students in the Honours Studio specialization. This course will prepare students for FINE 472 and FINE 473 and will involve intensive, experimental exploration and development of individual studio practice in printmaking, research into the work of related artists and critiques by faculty members, graduate students, visiting artists and fellow students.",ART
005496,FINE328,Advanced Electronic Imaging,"Advanced Electronic Imaging builds on the technical and aesthetic ideas explored in FINE 229. Students are introduced to the principles of animation and audio-visual editing using 3-dimensional imaging and digital audio software. Through a series of structured assignments students will have the opportunity to develop a personal approach to the course content.",ART
